organization,location,longitude,latitude,recordingDate,length(s),landFeatures,locationVisitImages
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 8:16,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 8:06,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 7:56,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 7:46,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 7:36,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 7:26,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 7:16,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 7:06,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 6:56,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 6:46,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 6:36,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 6:26,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 6:16,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 6:06,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 5:56,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 5:46,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 5:36,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 5:26,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 5:16,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 5:06,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 4:56,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 4:46,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 4:36,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-25 4:26,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 22:45,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 22:35,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 22:25,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 22:15,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 22:05,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 21:55,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 21:45,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 21:35,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 21:25,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 21:15,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 21:05,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 20:55,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 20:45,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 20:35,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 20:25,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 20:15,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 20:05,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 19:55,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 19:45,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 19:35,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 19:25,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 19:15,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 19:05,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 18:55,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 8:35,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 8:25,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 8:15,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 8:05,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 7:55,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 7:45,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 7:35,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 7:25,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 7:15,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 7:05,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 6:55,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 6:45,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 6:35,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 6:25,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 6:15,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 6:05,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 5:55,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 5:45,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 5:35,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 5:25,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 5:15,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 5:05,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 4:55,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 4:45,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 4:35,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-24 4:25,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 22:46,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 22:36,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 22:26,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 22:16,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 22:06,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 21:56,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 21:46,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 21:36,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 21:26,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 21:16,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 21:06,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 20:56,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 20:46,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 20:36,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 20:26,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 20:16,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 20:06,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 19:56,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 19:46,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 19:36,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 19:26,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 19:16,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 19:06,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 18:56,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 8:34,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 8:24,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 8:14,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 8:04,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 7:54,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 7:44,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 7:34,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 7:24,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 7:14,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 7:04,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 6:54,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 6:44,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 6:34,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 6:24,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 6:14,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 6:04,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 5:54,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 5:44,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 5:34,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 5:24,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 5:14,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 5:04,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 4:54,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 4:44,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 4:34,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-23 4:24,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 22:47,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 22:37,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 22:27,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 22:17,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 22:07,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 21:57,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 21:47,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 21:37,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 21:27,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 21:17,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 21:07,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 20:57,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 20:47,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 20:37,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 20:27,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 20:17,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 20:07,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 19:57,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 19:47,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 19:37,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 19:27,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 19:17,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 19:07,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 18:57,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 8:33,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 8:23,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 8:13,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 8:03,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 7:53,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 7:43,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 7:33,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 7:23,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 7:13,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 7:03,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 6:53,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 6:43,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 6:33,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 6:23,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 6:13,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 6:03,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 5:53,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 5:43,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 5:33,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 5:23,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 5:13,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 5:03,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 4:53,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 4:43,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 4:33,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-22 4:23,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 22:48,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 22:38,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 22:28,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 22:18,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 22:08,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 21:58,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 21:48,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 21:38,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 21:28,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 21:18,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 21:08,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 20:58,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 20:48,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 20:38,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 20:28,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 20:18,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 20:08,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 19:58,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 19:48,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 19:38,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 19:28,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 19:18,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 19:08,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 18:58,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 8:32,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 8:22,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 8:12,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 8:02,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 7:52,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 7:42,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 7:32,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 7:22,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 7:12,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 7:02,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 6:52,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 6:42,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 6:32,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 6:22,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 6:12,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 6:02,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 5:52,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 5:42,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 5:32,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 5:22,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 5:12,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 5:02,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 4:52,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 4:42,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 4:32,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-21 4:22,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 22:49,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 22:39,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 22:29,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 22:19,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 22:09,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 21:59,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 21:49,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 21:39,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 21:29,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 21:19,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 21:09,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 20:59,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 20:49,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 20:39,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 20:29,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 20:19,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 20:09,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 19:59,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 19:49,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 19:39,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 19:29,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 19:19,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 19:09,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 18:59,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 8:31,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 8:21,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 8:11,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 8:01,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 7:51,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 7:41,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 7:31,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 7:21,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 7:11,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 7:01,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 6:51,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 6:41,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 6:31,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 6:21,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 6:11,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 6:01,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 5:51,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 5:41,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 5:31,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 5:21,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 5:11,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 5:01,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 4:51,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 4:41,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 4:31,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-20 4:21,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 22:50,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 22:40,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 22:30,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 22:20,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 22:10,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 22:00,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 21:50,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 21:40,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 21:30,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 21:20,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 21:10,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 21:00,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 20:50,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 20:40,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 20:30,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 20:20,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 20:10,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 20:00,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 19:50,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 19:40,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 19:30,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 19:20,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 19:10,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 19:00,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 8:30,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 8:20,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 8:10,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 8:00,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 7:50,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 7:40,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 7:30,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 7:20,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 7:10,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 7:00,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 6:50,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 6:40,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 6:30,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 6:20,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 6:10,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 6:00,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 5:50,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 5:40,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 5:30,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 5:20,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 5:10,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 5:00,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 4:50,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 4:40,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 4:30,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-19 4:20,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 22:51,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 22:41,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 22:31,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 22:21,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 22:11,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 22:01,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 21:51,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 21:41,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 21:31,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 21:21,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 21:11,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 21:01,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 20:51,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 20:41,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 20:31,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 20:21,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 20:11,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 20:01,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 19:51,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 19:41,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 19:31,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 19:21,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 19:11,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 19:01,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 8:29,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 8:19,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 8:09,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 7:59,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 7:49,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 7:39,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 7:29,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 7:19,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 7:09,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 6:59,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 6:49,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 6:39,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 6:29,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 6:19,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 6:09,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 5:59,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 5:49,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 5:39,300,,
PC,PENP-BS-1,-63.405215,46.496944,2022-07-18 5:29,300,,
