location,recordingDate,method,taskLength,transcriber,species,speciesIndividualNumber,vocalization,abundance,startTime,tagLength,minFreq,maxFreq,internal_tag_id
PENP-3-6, 2021-07-01 03:24:00,1SPM,180,Christopher Moser-Purdy,UNTR,1,Song,1,120.2,2.05,3782.1,5649.81,2590914
PENP-3-6, 2021-07-01 03:24:00,1SPM,180,Christopher Moser-Purdy,UNTR,2,Song,1,160.75,2.2,4482.49,5789.88,2590923
PENP-3-6, 2021-07-01 03:24:00,1SPM,180,Christopher Moser-Purdy,UNTR,2,Song,1,61.26,1.69,4155.64,5976.65,2590895
PENP-3-6, 2021-07-01 03:24:00,1SPM,180,Christopher Moser-Purdy,UNTR,2,Song,1,26.6,2.04,3922.18,5836.58,2590889
PENP-3-6, 2021-07-01 03:24:00,1SPM,180,Christopher Moser-Purdy,CORA,1,Call,1,122.01,0.88,793.77,2661.48,2590919
PENP-3-6, 2021-07-01 03:24:00,1SPM,180,Christopher Moser-Purdy,CORA,1,Call,1,113.19,2.15,466.93,2754.86,2590910
PENP-3-6, 2021-07-01 03:24:00,1SPM,180,Christopher Moser-Purdy,UNWA,1,Song,1,65.55,1.41,2054.47,5743.19,2590899
PENP-3-6, 2021-07-01 03:24:00,1SPM,180,Christopher Moser-Purdy,UNPA,2,Song,1,127.44,1.4,3548.64,5929.96,2590922
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,BAEA,1,Call,1,172.95,2.35,933.85,11439.69,2263803
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,YEWA,1,Song,1,40.08,1.67,2848.25,9198.44,2263787
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,COYE,2,Song,1,51.73,1.98,2007.78,7284.05,2263789
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,UNBL,1,Call,1,62.24,1.02,1447.47,8264.59,2263791
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,SPPE,1,Song,CI 1,98.71,2.7,1447.47,5276.26,2263795
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,UNBL,2,Call,1,149.11,1.85,3408.56,11533.07,2263799
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,WTSP,1,Song,1,158.2,3.56,3595.33,6070.04,2263801
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,BLJA,1,Call,1,1.98,1.4,420.23,11393,2263774
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,RWBL,1,Song,1,5.94,1.44,1027.24,8778.21,2263775
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,COYE,1,Song,1,3.71,1.28,1961.09,7564.2,2263777
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,MOWI,1,Non-vocal,1,14.25,2.15,1634.24,10739.3,2263779
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,BLJA,2,Call,1,16.9,2.46,1867.7,10599.22,2263784
PENP-3-4, 2021-05-27 04:27:00,1SPM,180,Steve Enid,RESQ,1,Call,1,33.03,4.01,2894.94,11346.3,2263785
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,WTSP,1,Song,1,78.79,4.5,2988.33,5416.34,2588799
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,WTSP,1,Call,1,37.04,0.49,6490.27,9385.21,2588788
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,UNPA,1,Call,1,49.64,0.76,5556.42,8357.98,2588789
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,UNPA,1,Call,1,128.4,0.3,5743.19,7797.67,2588804
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,UNPA,1,Call,1,60.05,0.31,5322.96,8031.13,2588792
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,WTSP,2,Song,1,89.16,3.68,3548.64,5463.04,2588800
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,BCCH,1,Call,1,158.19,1.31,2101.17,5463.04,2588809
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,YRWA,1,Song,1,10.86,1.28,3875.49,7424.12,2588787
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,YRWA,1,Song,1,130.18,1.78,3455.25,7844.36,2588807
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,YRWA,1,Song,1,60.61,1.72,2941.63,7657.59,2588793
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,MOBA,1,Non-vocal,1,0,4.39,46.69,7657.59,2588786
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,MOBA,1,Non-vocal,1,120.3,4.24,46.69,3782.1,2588803
PENP-2-3, 2021-05-19 03:35:00,1SPM,180,Christopher Moser-Purdy,MOBA,1,Non-vocal,1,60.14,4.62,46.69,8684.82,2588794
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,SOSP,1,Song,1,47.84,3.52,1354.09,8544.75,2592890
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,SOSP,1,Song,1,68.63,2.83,2241.25,8918.29,2592898
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,AMRO,1,Call,1,132.61,1.54,1540.86,3455.25,2592917
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,AMRO,1,Call,1,86.16,1.74,1634.24,3221.79,2592904
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,LIBA,1,Non-vocal,1,120.4,4.2,93.39,2661.48,2592916
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,LIBA,1,Non-vocal,1,0.25,3.71,140.08,2101.17,2592882
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,LIBA,1,Non-vocal,1,60.2,3.94,186.77,2007.78,2592900
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,UNPA,1,Call,1,1.83,1.42,5463.04,9338.52,2592884
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,WTSP,1,Song,1,122.79,2.69,2381.32,4902.72,2592915
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,WTSP,1,Song,1,11.01,1.22,3221.79,4482.49,2592885
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,GCKI,1,Song,1,20.3,1.65,6116.73,9431.91,2592886
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,GCKI,1,Song,1,159.63,1.83,6116.73,9105.06,2592923
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,GCKI,1,Call,1,60.36,0.84,7003.89,8731.52,2592893
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,BLJA,1,Call,1,22.15,0.94,653.7,4389.11,2592887
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,BLJA,1,Call,1,94.35,0.75,1494.16,8171.21,2592905
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,BLJA,1,Call,1,120.01,0.25,1167.32,5229.57,2592914
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,COYE,1,Song,1,64.19,1.91,2381.32,6443.58,2592894
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,COYE,1,Song,1,33.25,1.9,2381.32,6303.5,2592888
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,COYE,1,Song,1,120.21,1.2,2381.32,6396.89,2592910
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,COYE,2,Song,1,51.01,1.94,2194.55,6910.51,2592892
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,COYE,2,Song,1,61.04,1.97,1821.01,6957.2,2592895
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,CHIK,1,Call,1,97.5,1.95,186.77,2194.55,2592907
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,BLJA,2,Call,1,122.2,0.64,420.23,10178.99,2592913
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,BLJA,2,Call,1,114.46,0.62,887.16,11346.3,2592909
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,YRWA,1,Song,1,84.39,1.57,3035.02,6163.42,2592902
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,YRWA,1,Song,1,0.89,1.46,3268.48,6350.19,2592883
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,YRWA,2,Song,1,43.96,2.18,2848.25,6490.27,2592889
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,YRWA,2,Song,1,68.36,1.94,2194.55,7237.35,2592897
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,SWSP,1,Song,1,151.35,2.5,2988.33,7284.05,2592918
PENP-3-8, 2021-07-20 05:40:00,1SPM,180,Christopher Moser-Purdy,MODO,1,Call,1,141.26,2.7,140.08,1260.7,2592919
PENP-5-1, 2021-06-29 02:24:00,1SPM,180,Steve Enid,AMCR,2,Call,1,8.41,4.4,46.69,2988.33,2314515
PENP-5-1, 2021-06-29 02:24:00,1SPM,180,Steve Enid,WBBE,1,Non-vocal,1,75.25,2.71,1961.09,4342.41,2314517
PENP-5-1, 2021-06-29 02:24:00,1SPM,180,Steve Enid,WBBE,2,Non-vocal,1,79.46,3.4,2194.55,4575.88,2314518
PENP-5-1, 2021-06-29 02:24:00,1SPM,180,Steve Enid,GCKI,1,Song,1,88.33,2.56,4762.65,9618.68,2314519
PENP-5-1, 2021-06-29 02:24:00,1SPM,180,Steve Enid,BTNW,1,Song,1,162.35,1.79,3455.25,7844.36,2314521
PENP-5-1, 2021-06-29 02:24:00,1SPM,180,Steve Enid,RESQ,2,Call,1,47.11,3.93,4389.11,8077.82,2314516
PENP-5-1, 2021-06-29 02:24:00,1SPM,180,Steve Enid,AMCR,1,Call,1,2.34,1.92,373.54,3175.1,2314511
PENP-5-1, 2021-06-29 02:24:00,1SPM,180,Steve Enid,NOPA,1,Song,1,6.21,1.58,3268.48,9571.98,2314513
PENP-5-1, 2021-06-29 02:24:00,1SPM,180,Steve Enid,RESQ,1,Call,1,3.59,2.51,933.85,11719.84,2314512
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,UNTR,1,Song,1,2.41,1.74,3548.64,5789.88,2307986
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,UNCV,1,Call,1,124.33,1.06,560.31,5883.27,2307978
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,BCCH,1,Song,1,63.5,1.29,3081.71,4482.49,2307944
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,DEJU,1,Song,1,5.71,2.18,2474.71,6910.51,2307961
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,DEJU,1,Song,1,65.21,2.12,2521.4,7143.97,2307945
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,DEJU,1,Song,1,120.66,2.13,2941.63,7003.89,2307953
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,BTNW,1,Song,1,69.71,1.62,3968.87,5463.04,2307949
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,BTNW,1,Song,1,129.25,1.38,4108.95,5743.19,2307981
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,BTNW,1,Song,1,39.69,1.45,3968.87,5836.58,2307968
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,OVEN,1,Song,1,7.44,2.62,2568.09,8171.21,2307965
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,OVEN,1,Song,1,103.7,2.39,2241.25,7704.28,2307951
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,WWCR,1,Call,2,120.04,5.57,3361.87,5416.34,2307954
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,AMCR,1,Call,1,57.34,1.57,933.85,1821.01,2307972
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,AMCR,1,Call,1,159.66,2.75,933.85,1821.01,2307958
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,SOSP,1,Song,1,11.25,2.58,2054.47,6116.73,2307967
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,SOSP,1,Song,1,92.79,2.1,2334.63,6817.12,2307950
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,EAWP,1,Song,1,126.21,1.14,2381.32,5182.88,2307955
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,EAWP,1,Song,1,3.13,1.62,2614.79,5229.57,2307959
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,EAWP,1,Song,1,68.69,1.5,2708.17,5229.57,2307946
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,LIBA,1,Non-vocal,1,120.76,5.25,93.39,9618.68,2307976
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,LIBA,1,Non-vocal,1,0.79,5.17,140.08,9478.6,2307974
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,LIBA,1,Non-vocal,1,60.86,5.14,46.69,9385.21,2307975
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,AMRO,1,Song,1,60.54,2.99,1447.47,4295.72,2307941
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,AMRO,1,Song,1,120.46,3.49,1260.7,4108.95,2307952
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,AMRO,1,Song,1,1.39,4.75,1400.78,4202.33,2307960
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,AMRO,2,Song,1,63.84,2.3,1400.78,3875.49,2307947
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,AMRO,2,Song,1,7.26,1.83,1540.86,3828.79,2307964
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,AMRO,2,Song,1,146.58,2.21,1540.86,4015.56,2307956
PENP-1-6, 2021-07-17 05:38:00,1SPM,180,Bronwyn Robinson,NOFL,1,Call,1,51.35,1.85,1260.7,2941.63,2307970
PENP-BS-1, 2021-05-10 19:17:38,1SPM,180,Brandon Law,SPPE,1,Song,CI 3,60.74,3.29,1540.86,3642.02,2307558
PENP-BS-1, 2021-05-10 19:17:38,1SPM,180,Brandon Law,SPPE,1,Song,CI 3,120.6,4.04,1214.01,4015.56,2307560
PENP-BS-1, 2021-05-10 19:17:38,1SPM,180,Brandon Law,SPPE,1,Song,CI 3,0.68,2.98,1914.4,3735.41,2307556
PENP-BS-1, 2021-05-10 19:17:38,1SPM,180,Brandon Law,LITF,1,Non-vocal,1,60.38,4.17,140.08,5696.5,2307559
PENP-BS-1, 2021-05-10 19:17:38,1SPM,180,Brandon Law,LITF,1,Non-vocal,1,0.1,4.75,46.69,6210.12,2307557
PENP-BS-1, 2021-05-10 19:17:38,1SPM,180,Brandon Law,LITF,1,Non-vocal,1,120.08,3.92,0,6023.35,2307561
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,OVEN,1,Song,1,67.31,3.35,2521.4,9712.06,2309896
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,OVEN,1,Song,1,7.01,3.39,2708.17,10319.07,2309885
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,OVEN,1,Song,1,126.93,3.25,2334.63,10085.6,2309904
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,GCKI,1,Song,1,124.14,2.92,5883.27,8357.98,2309903
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,GCKI,1,Song,1,13.49,2.66,5369.65,8638.13,2309886
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,GCKI,1,Song,1,62.95,3.06,5743.19,8684.82,2309895
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,BTNW,1,Song,1,122.26,2.05,3968.87,6817.12,2309902
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,BTNW,1,Song,1,14.23,1.55,4342.41,6817.12,2309887
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,BTNW,1,Song,1,100.14,1.44,4015.56,6163.42,2309908
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,NOPA,1,Song,1,20.5,1.68,2988.33,8124.51,2309889
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,MOBA,1,Non-vocal,1,0.95,5.13,93.39,11346.3,2309890
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,MOBA,1,Non-vocal,1,62.06,4.97,46.69,11346.3,2309897
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,MOBA,1,Non-vocal,1,120.85,5.09,46.69,11393,2309905
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,MOWI,1,Non-vocal,1,83.03,5,140.08,11206.23,2309899
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,MOWI,1,Non-vocal,1,129.61,5.07,46.69,11766.54,2309907
PENP-3-6, 2021-07-04 04:26:00,1SPM,180,Bronwyn Robinson,MOWI,1,Non-vocal,1,37,4.96,46.69,11393,2309893
PENP-BS-2, 2021-05-04 18:26:02,1SPM,180,Brandon Law,SPPE,1,Song,CI 2,0.93,2.17,2147.86,4062.26,2307441
PENP-BS-2, 2021-05-04 18:26:02,1SPM,180,Brandon Law,SPPE,1,Song,CI 2,120.8,2.9,1634.24,4389.11,2307447
PENP-BS-2, 2021-05-04 18:26:02,1SPM,180,Brandon Law,SPPE,1,Song,CI 2,60.36,2.8,2381.32,3735.41,2307444
PENP-BS-2, 2021-05-04 18:26:02,1SPM,180,Brandon Law,MOTF,1,Non-vocal,1,0,4.08,46.69,10505.84,2307442
PENP-BS-2, 2021-05-04 18:26:02,1SPM,180,Brandon Law,MOTF,1,Non-vocal,1,60.39,4.34,326.85,11439.69,2307445
PENP-BS-2, 2021-05-04 18:26:02,1SPM,180,Brandon Law,MOTF,1,Non-vocal,1,120.13,4.08,280.16,11813.23,2307448
PENP-BS-2, 2021-05-04 17:01:02,1SPM,180,Steve Enid,MOBA,1,Non-vocal,1,26.59,7.41,0,2428.02,2313826
PENP-BS-2, 2021-05-04 17:01:02,1SPM,180,Steve Enid,HETF,1,Non-vocal,1,60.61,8.54,887.16,11112.84,2313833
PENP-BS-2, 2021-05-04 17:01:02,1SPM,180,Steve Enid,UNPA,1,Call,1,161.56,4.83,4249.03,9852.14,2313850
PENP-BS-2, 2021-05-04 17:01:02,1SPM,180,Steve Enid,AMCR,1,Call,1,1.31,2.35,326.85,2708.17,2313819
PENP-BS-2, 2021-05-04 17:01:02,1SPM,180,Steve Enid,SPPE,1,Song,CI 3,4.28,7.4,1167.32,5182.88,2313821
PENP-BS-1, 2021-05-04 19:30:03,1SPM,180,Steve Enid,SPPE,1,Song,CI 3,0.35,11.61,1027.24,8731.52,2314090
PENP-BS-1, 2021-05-04 19:30:03,1SPM,180,Steve Enid,LIWI,1,Non-vocal,1,33.5,5.56,5089.49,10225.68,2314096
PENP-BS-1, 2021-05-04 19:30:03,1SPM,180,Steve Enid,AMTO,1,Song,CI 2,33.74,5.94,793.77,3221.79,2314094
PENP-BS-1, 2021-05-04 19:30:03,1SPM,180,Steve Enid,UNKN,1,Call,1,15.88,4.77,0,4669.26,2314098
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,MAWA,1,Song,1,64.01,1.34,2708.17,7844.36,2589139
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,MAWA,1,Song,1,0.38,1.36,2754.86,7657.59,2589076
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,MAWA,1,Song,1,123.06,1.2,1727.63,7564.2,2589156
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,WTSP,1,Call,1,1.65,0.21,4342.41,6957.2,2589077
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BRCR,1,Call,1,121.05,0.74,5743.19,9198.44,2589157
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BRCR,1,Call,1,1,1.1,6070.04,8684.82,2589083
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BRCR,1,Call,1,66.06,0.75,6630.35,8638.13,2589136
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,UNPA,1,Call,1,60.59,0.22,8031.13,10319.07,2589130
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,UNPA,1,Call,1,0.53,0.18,7284.05,10272.37,2589086
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,UNPA,1,Call,1,120.38,0.23,7657.59,10178.99,2589161
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,UNPA,2,Call,1,120.35,0.56,6303.5,8264.59,2589163
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,UNPA,2,Call,1,1.64,0.45,6163.42,9105.06,2589089
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,UNPA,2,Call,1,61.1,0.46,5836.58,8731.52,2589135
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BTNW,1,Song,1,60.1,0.69,4015.56,7937.74,2589129
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BTNW,1,Song,1,125.13,2.71,3361.87,8171.21,2589165
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BTNW,1,Song,1,7.19,2.64,2754.86,7657.59,2589094
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,LIWI,1,Non-vocal,1,60.19,4.01,0,2007.78,2589143
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,LIWI,1,Non-vocal,1,120.34,4.44,46.69,2241.25,2589164
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,LIWI,1,Non-vocal,1,0,4.36,46.69,1914.4,2589095
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,MAWA,2,Song,1,60.84,0.96,2101.17,5789.88,2589138
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,MAWA,2,Song,1,3.36,1.3,1867.7,6023.35,2589099
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BTNW,2,Song,1,127.75,2.21,3595.33,7657.59,2589166
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BTNW,2,Song,1,65.39,0.71,4249.03,5369.65,2589142
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BTNW,2,Song,1,9.15,0.69,4155.64,5089.49,2589108
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,REVI,1,Song,TMTT,60.2,5.69,1914.4,5136.19,2589137
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,REVI,1,Song,TMTT,120.18,6.67,1680.93,5649.81,2589155
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,REVI,1,Song,TMTT,0,11.65,1354.09,4575.88,2589070
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,BCCH,1,Call,1,24.5,1.24,3595.33,7844.36,2589116
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,CEDW,1,Song,1,22.09,1.3,6443.58,8451.36,2589117
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,AMCR,1,Call,1,55.71,0.55,233.46,2287.94,2589124
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,AMCR,1,Call,1,61.04,1.24,747.08,2894.94,2589126
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,GCKI,1,Song,1,69.94,2.77,6723.74,9245.14,2589144
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,GCKI,1,Song,1,128.26,2.04,6163.42,8964.98,2589168
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,SWTH,1,Song,1,0.13,0.76,1821.01,5089.49,2589090
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,SWTH,1,Song,1,123.68,1.55,1307.39,6910.51,2589170
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,SWTH,1,Song,1,71.1,1.91,1027.24,7797.67,2589146
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,SWTH,2,Song,1,8.3,1.69,700.39,7143.97,2589091
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,AMRO,1,Song,1,91.51,1.25,840.47,3875.49,2589152
PENP-4-6, 2021-07-18 02:36:00,1SPM,180,Christopher Moser-Purdy,AMRO,1,Song,1,140.14,1.3,840.47,3875.49,2589172
PENP-3-8, 2021-07-14 02:34:00,1SPM,180,Christopher Moser-Purdy,WTSP,1,Song,1,120.11,2.92,2661.48,4715.95,2590972
PENP-3-8, 2021-07-14 02:34:00,1SPM,180,Christopher Moser-Purdy,WTSP,1,Song,1,60.18,2.08,2381.32,4902.72,2590952
PENP-3-8, 2021-07-14 02:34:00,1SPM,180,Christopher Moser-Purdy,WTSP,1,Song,1,0.44,3.32,2614.79,4856.03,2590936
PENP-3-8, 2021-07-14 02:34:00,1SPM,180,Christopher Moser-Purdy,AMCR,1,Call,1,3.29,2.64,607,2614.79,2590937
PENP-3-8, 2021-07-14 02:34:00,1SPM,180,Christopher Moser-Purdy,AMCR,1,Call,1,60.18,0.43,466.93,1727.63,2590954
PENP-3-8, 2021-07-14 02:34:00,1SPM,180,Christopher Moser-Purdy,AMCR,1,Call,1,121.16,3.19,560.31,2147.86,2590977
PENP-3-8, 2021-07-14 02:34:00,1SPM,180,Christopher Moser-Purdy,AMCR,2,Call,1,0.08,2.36,700.39,2054.47,2590938
PENP-3-8, 2021-07-14 02:34:00,1SPM,180,Christopher Moser-Purdy,AMCR,2,Call,1,150.2,2.34,513.62,2568.09,2590982
